date,name,round,amount,chains,sector,category,categoryGroup,source,leadInvestors,otherInvestors,valuation,defillamaId
2024-04-11,Uplink,Seed,10.0,,decentralized network connectivity ,DeFi,DeFi & CeFi,https://x.com/CarlosLeiSantos/status/1778425062686663067,Framework Ventures,"Blockchange Ventures, Stratos, Outlier Ventures, NxGen.lens",,
2024-04-11,Sortium,Seed,4.0,,web3 generative AI platform,AI,"AI, Analytics & Data",https://x.com/refreshmiami/status/1778435790097219650,Signum Capital,"ARK Investment Management, IDG Blockchain, IVC, Polygon Ventures, 1881 S Group AG",,
2024-04-11,Mayan,Seed,3.0,Solana,Cross-chain Auction Protoco,DeFi,DeFi & CeFi,https://x.com/MayanFinance/status/1778412320621834419,"6th Man Ventures, Borderless Capital","Solana Ventures, Hash3, Big Brain Holdings, Arrington Capital, Cogitent Ventures, Syndicate by BOOGLE, Stakeholder Ventures, Wormhole Crosschain Ecosystem Fund, Anatoly Yakovenko, Saeed Badreg, Robinson Burkey, Tristan Yver, ilmoi, Nomad, 0xMert, Bartosz, 3Nes, R89Capital, Gab, Retired Chad Dev",,
2024-04-11,BounceBit,Private,,Bitcoin,BTC restaking infrastructure,Liquid Staking Protocol,DeFi & CeFi,https://x.com/BinanceLabs/status/1778348082532667771,Binance Labs,,,chain#bouncebit
2024-04-11,Azuro,Private,3.5,"Gnosis, Polygon",Decentralized betting protocol,DeFi,DeFi & CeFi,https://x.com/azuroprotocol/status/1778417282940571712,,"SevenX Ventures, Fenbushi Capital, Arrington Capital, Polymorphic Capital, Red Beard Ventures, Dewhales Capital, G1 Ventures",,1892
2024-04-10,Tomo,Seed,3.5,,Web3 social app,Social Platform,,https://x.com/TheBlock__/status/1778091866719650298,Polychain Capital,"ConsenSys, Symbolic Capital, OKX Ventures, Nomad Capital, Story Protocol, Dao5, KuCoin Ventures, HTX Ventures",,
2024-04-10,Stream Trading,Seed,1.5,Ethereum,Crypto Derivatives Exchange,DEX,,https://x.com/CoinDesk/status/1778087758206038134,Polychain Capital,,20,
2024-04-10,Zoth,Seed,2.5,,multichain stablecoin-powered RWA ecosystem,RWA,DeFi & CeFi,https://chainwire.org/2024/04/10/zoth-raises-2-5-million-in-funding-to-provide-sustainable-rwa-backed-yields/,Blockchain Founders Fund,"Borderless Capital, Mindfulness Capital, YAP Capital, Momentum6, Singularity DAO, Aztlan Capital, Outlier Ventures, Decubate, Wormhole Crosschain Ecosystem Fund",,
2024-04-10,Sapien,Seed,5.0,,Data labelling ,Analytics,"AI, Analytics & Data",https://x.com/TheBlock__/status/1778044349944566030,,"Primitive Ventures, Animoca Brands, Ravikant Capital, Yield Guild Games",,
2024-04-10,Alpen Labs,Seed,10.6,Bitcoin,Bitcoin rollup infrastructure,Infrastructure,Web3 Infrastructure & Tools,https://x.com/AlpenLabs/status/1778080721128599949,Ribbit Capital,"Castle Island Ventures, Geometry Research, Village Global, StillMark, Paxos, Robot Ventures, Axiom, John Pfeffer, Charlie Songhurst, Ben Davenport, Ashwin Ramachandran, Charles Cascarilla, Waikit Lau, Eric Wall",,
2024-04-09,OpenTrade,Seed,3.2,Ethereum,RWA Yield as a service protocol,DeFi,DeFi & CeFi,https://twitter.com/opentrade_io/status/1777728981896196390,,"CSX, CMCC Global, Draper Dragon, Ryze Labs, Plassa Capital",,
2024-04-09,Cove,Pre-Seed,3.0,Ethereum,onchain portfolio manager,DeFi,DeFi & CeFi,https://x.com/cove_fi/status/1777723825288831384,"Electric Capital, Accomplice","Robot Ventures, Daedalus, Richard Ma, Marc Boiron, Justin Reyes, Mark Lurie, Scott Sunarto, Elliot Friedman, Anthony Beaumont, Josh Han, Accomplice",,4552
2024-04-09,Mezo,,21.0,Bitcoin,Bitcoin Layer 2 Network,L2,Base Layers & Scaling,https://x.com/CoinDesk/status/1777664987537805742,Pantera Capital,"Multicoin Capital, Hack VC, ParaFi Capital, Nascent, Draper Associates, Primitive Ventures, Asymmetric Ventures, Dan Held, DCF God",,
2024-04-09,Monad,,225.0,, optimized EVM blockchain,L1,Base Layers & Scaling,https://x.com/monad_xyz/status/1777687376136982767,Paradigm,"Electric Capital, Coinbase Ventures, eGirl Capital, Castle Island Ventures, Greenoaks Capital, Rune Christensen, Robinson Burkey, Mert Mumtaz, Bryan Pellegrino, Eric Wall, Luca Netz, Saquon Barkley, Ansem, Hsaka, inversebrah",,chain#monad
2024-04-08,Ritual,Strategic ,,,"global, sovereign execution layer for AI",AI,"AI, Analytics & Data",https://x.com/ritualnet/status/1777312123439534369,Polychain Capital,,,
2024-04-08,Lumoz,pre-Series A,6.0,, zk-rollup as a service platform,Infrastructure,Web3 Infrastructure & Tools,https://x.com/TheBlock__/status/1777335618810376192,,"OKX Ventures, HashKey Capital, KuCoin Ventures, Comma3 Ventures, Kronos Ventures, Kernel Ventures, Sandeep Nailwal, Gate Ventures",120,
2024-04-06,QuantAMM,Pre-Seed,1.85,Ethereum,dynamic AMM protocol,DEX,,https://x.com/QuantAMMDeFi/status/1776648536362225912,,"8VC, Mako, Marshland Capital, 369 Capital",,
2024-04-06,AgentFi,,,Blast ,"platform to create, customise and mint your own onchain AI agent to perform onchain actions on it’s own",AI,"AI, Analytics & Data",https://x.com/Agent_Fi/status/1776455098295800236,Generative Ventures,,,
2024-04-05,Today,Seed,5.0,,Web3 social sim with Gen AI NPCs,Gaming,"NFT, Gaming & Metaverse",https://x.com/todaythegame/status/1776281549056376984,"Sfermion, Big Brain Holdings","GSR, Collab+Currency, Lingfeng Innovation Fund, Compute Ventures, Builder Capital, Tommy Tran, Metavest Capital, 32-bit Ventures, dingaling, Grail, Spirit DAO",,
2024-04-05,RootData,Seed,1.25,Solana,Web3 asset data platform that pioneers in encapsulating both Onchain & OffChain Data,Web3,,https://x.com/RootDataLabs/status/1776219486816985462,NLVC,"Boyaa Interactive, Bonfire Union Ventures, Sending Labs, Skyland Ventures, GoPlus Security, Basics Capital, Rebase D. Ventures, UniSat, SeeDAO, Shawn Shi, Mask Network",,
2024-04-05,MadFi,Seed,1.0,"Polygon, Base",the monetization and rewards layer for crypto social,Social Platform,,https://x.com/madfiprotocol/status/1776259048691626307,"Palm Tree Crew Crypto, Avara, Social Graph Ventures","Robert Leshner, Orb.club, FWBtweets, Fire Eyes DAO, Refraction, Boys Club, Spencer Noon, Sandeep Nailwal, maggielove.eth, Jon Wu, Nader Dabit, Decentralised.co",,
2024-04-04,LightLink,Seed+,6.2,Ethereum,"Ethereum L2 blockchain that lets dApps and enterprises offer users instant, gasless transactions",L2,Base Layers & Scaling,https://x.com/LightLinkChain/status/1775883760506187837,,"MH Ventures, NxGen, ANBESSA, Eric Cryptoman, Lady of Crypto, SatoshiStacker, That Martini Guy, Zoran Kole",,
2024-04-04,UTXO Stack,Seed,,Bitcoin,modular BTC Layer2,L2,Base Layers & Scaling,https://x.com/ckbcell/status/1775709460683788409,"ABCDE, SNZ Capital","CKB Eco Fund, OKX Ventures, Waterdrip Capital, Matrixport, Y2Z Ventures, DRK Lab, UTXO Management",,
2024-04-04,Ellipsis Labs,Series A,20.0,Solana,on-chain liquidity primitives,DeFi,DeFi & CeFi,https://x.com/ellipsis_labs/status/1775893411037577482,Paradigm,"Electric Capital, Anatoly Yakovenko, Justin Drake, Mike Neuder, Sreeram Kannan, Ansem, 0xMert, Uri Klarman, Cobie, Doug Colkitt",,3170
2024-04-03,Raiinmaker,Seed,7.5,,decentralized AI tools and web3 infrastructure,AI,"AI, Analytics & Data",https://x.com/TheBlock__/status/1775523922382905797,"Jump Capital, Cypher Capital","Gate Labs, MEXC Global, Krypital Group, Alphabit Fund, Launchpool, New Tribe Capital, Axia8 Ventures, Sheesha Finance, Andromeda Capital, Arcanum Capital, GDA Capital, Alpha Sigma Capital",,
2024-04-03,SatoshiSync,Seed & Private,1.09,Bitcoin,Chain Agnostic Inscriptions Protocol powering all RC20 markets and BTC L2s,DeFi,DeFi & CeFi,https://x.com/SatoshiSync/status/1775490609786032464,,"Candaq Fintech, MH Ventures, Maven Capital, Covey, ZBS CAPITAL, Ape Terminal, Seedify, Chainlink, Charlie Shrem, WIZZ, traderx, tradersz, ANBESSA, Eric Cryptoman, Suppoman, Cryptodaku, CryptoDiffer, Top7ICO",,
2024-04-03,Gasp,Seed,5.0,"Ethereum, Arbitrum, Optimism",cross-chain swap protocol,DEX,,https://x.com/TheBlock__/status/1775464531579302003,,"Polychain Capital, CMS Holdings, Master Ventures, Token Metrics, Cluster Capital",80,
2024-04-03,Zeus Network,Seed,8.0,Solana,interoperability layer built on the Solana Virtual Machine,Infrastructure,Web3 Infrastructure & Tools,https://x.com/ZeusNetworkHQ/status/1775580922487939564,Mechanism Capital,"OKX Ventures, Animoca Brands, Big Brain Holdings, Lemniscap, The Spartan Group, UTXO Management, Anagram, Portal Ventures, Comma3 Ventures, IVC, Axia8 Ventures",100,
2024-04-03,"Sanctum
",Seed+,6.1,,LST infrastructure,Infrastructure,Web3 Infrastructure & Tools,https://x.com/sanctumso/status/1775539432978022518,Dragonfly Capital,"BOOGLE, davijlu, deni_ersht, kelxyz, mrgnalt  , Michael Laine, Retired Chad Dev",,parent#sanctum
2024-04-03,Vana,Series A,18.0,,"Vana’s platform focuses on solving the data wall problem in AI research. By pooling data through decentralized autonomous organizations (DAOs), Vana allows contributors to earn ownership stakes in the AI models they help create",L1,Base Layers & Scaling,https://www.cypherhunter.com/en/e/vana-raised-funding-2024-04-03/,Paradigm,"Polychain Capital, Packy McCormick, Casey Caruso",,
2024-04-03,Bitlayer,Seed,5.0,Bitcoin,Bitcoin Layer 2 solution based on BitVM,L2,Base Layers & Scaling,https://x.com/ChainwirePR/status/1775391110522696114,"Framework Ventures, ABCDE","StarkWare, OKX Ventures, AllianceDAO, UTXO Management, Asymmetric, KESTREL 0x1, Kenetic, Gate Labs, Web3Port Foundation, Pivot Global, GCR, Quotient, Kronos Ventures, Comma Ventures, Mindfulness Capital, NxGen, Faculty Group, Cogitent Ventures, Pragma Ventures, PAKA, Samara Asset Group, DuckDAO, CSP DAO, Dutch Crypto Investors, RPC Ventures, Dan Held, Ryan Selkis, Dan Mcardle, Loi Luu, MrBlock, Dyma, Thanh Le",,chain#btr
2024-04-03,Legitimate,Seed,4.3,"Avalanche, Ethereum, Polygon",Connect physical products to customizable digital experiences powered by NFTs and Web3,Web3,,https://x.com/LegitimateTech/status/1775445475673686425,Lemniscap,"Draper Associates, Sfermion, Jeff Miyahara, Factor Capital",,
2024-04-02,Moongate,Seed,2.7,Ethereum,Modular Web3 Engagement Layer for Real-World Activations,Web3,,https://x.com/Moongate/status/1774985923614343660,Titan Fund,"Token Bay Capital, Penrose Ventures, RNR Capital, Cogitent Ventures, GBV Capital, PHD Capital, wildwood, Felix Xu, Bobby Ong, 0xminion, 0xlight, Y&Y Labs, SeeDAO, Yongzhi Yang , Jacko.eth",,
2024-04-02,IoTeX,,50.0,"Ethereum, IoTeX",web3 platform that connects smart devices to blockchain Dapp,Web3,,https://twitter.com/i/web/status/1775242593460207965,,"Borderless Capital, Amber Group, Foresight Ventures, Future Money Group, SNZ Capital, Token Metrics Ventures, EV3, Waterdrip Capital",,chain#iotex
2024-04-02,Camp Network,Seed,4.0,,modular Layer 2 blockchain,L2,Base Layers & Scaling,https://x.com/Camp_L2/status/1775240394306961638,Maven 11,"OKX Ventures, Protagonist, Inception Capital, HTX, Paper Ventures, Moonrock Capital, Eterna Capital, Selini Capital, Sreeram Kannan",,
2024-04-02,Agora,Seed,12.0,,next-generation payments and asset infrastructure,Payments,DeFi & CeFi,https://x.com/AgoraDollar/status/1775161875086377192,Dragonfly Capital,"Hack VC, General Catalyst, Kraken Ventures, Wintermute Ventures, Galaxy, Robot Ventures, Rubik Ventures, Mantle Ecosystem, Foresight Ventures, ConsenSys, Flow Desk, Breed VC",,
2024-04-01,Arrow Markets,Series A,4.0,Avalanche,hybrid web3 options platform,DEX,,https://x.com/ArrowMarkets/status/1774877604455272775,"Framework Ventures, Blizzard Fund","Bixin Ventures, CoinList, Crypto.com, Finality Capital Partners, GSR, G-20 Group, Gate Labs, Ledger Prime, Trade Joe, Delphi Digital",,4957
2024-04-01,"Merkle Trade
",Seed,2.1,Aptos,gamified perp DEX,DEX,,https://x.com/Merkle_Trade/status/1774732097120588261,"Hashed, Arrington Capital","Morningstar Ventures, Aptos Labs, Amber Group, Re7 Captial, Dorahacks, Hashed",,3678
2024-04-01,XION,Series A,25.0,,L1 purpose built for mainstream adoption through Generalized Abstraction,L1,Base Layers & Scaling,https://x.com/burnt_xion/status/1774791414838104310,,"Animoca Brands, Laser Digital, Multicoin Capital, Draper Dragon, Arrington Capital, Sfermion, GoldenTree, Mechanism Capital, The Spartan Group, Morningstar Ventures, KuCoin Ventures, Stateless Ventures, Selini Capital, Innovating Capital, Anti Capital, Hextrust, MH Ventures",,chain#xion
2024-03-31,GoPlus Security,Private,4.0,BSC,"Open, permissionless, user-driven security service platform",Cybersecurity,Security & Audits,https://blockchainreporter.net/goplus-security-raises-4-million-in-private-funding-round-to-boost-web3-security/,,"SevenX Ventures, Avalanche, Crypto.com Capital",,4977
2024-03-30,Sophon,,10.0,,Modular blockchain,,,https://x.com/sophon/status/1773772412510781825,"Paper Ventures, Maven 11","The Spartan Group, SevenX Ventures, OKX Ventures, HTX Ventures",,
2024-03-30,Midas Protocol,,8.75,Ethereum,asset tokenization protocol,DeFi,DeFi & CeFi,https://x.com/MidasRWA/status/1773330604500623700,"BlockTower Capital, Framework Ventures, HV Capital","Coinbase Ventures, Ledger, GSR, Hack VC, 6th Man Ventures, Axelar, FJ Labs, PeerCapital",,
2024-03-28,BloodLoop,Seed,4.0,Avalanche,free-to-play hero shooter integrated into the web3 gaming world,Gaming,"NFT, Gaming & Metaverse",https://x.com/BloodLoopGAME/status/1773363374111215836,"Avalanche Foundation, Merit Circle, Citizen Capital","Neo Tokyo, GD10, Optic Capital, Dutch Crypto Investors, GameFi Ventures, FounderHeads VC, Oracle Investment Group",,
2024-03-28,dAppOS,Series A,15.3,"Optimism, BSC",Intent execution network,Infrastructure,Web3 Infrastructure & Tools,https://twitter.com/dappOS_com/status/1773306682816577576,Polychain Capital,"Nomad Capital, IDG Vietnam, Flowtraders, IOBC Capital, NGC Ventures, Amber Group, Waterdrip Capital, SatoshiLab, UpHonest Capital, Bing Ventures, Spark Digital Capital, Web3Port Foundation, Metalpha",,
2024-03-28,FLock,Seed,6.0,,Web3 AI training firm,AI,"AI, Analytics & Data",https://x.com/TheBlock__/status/1773334540192211344,"Lightspeed Faction, Tagus Capital","DCG, OKX Ventures, Volt Capital",,
2024-03-28,Biconomy,Strategic ,,"Ethereum, Arbitrum, Polygon, Base, Polygon zkEVM, Optimism, BSC, Avalanche, Linea, Moonbeam, Astar, Mantle, opBNB, Manta, Core",Web3 Account Abstraction Provider,Infrastructure,Web3 Infrastructure & Tools,https://x.com/biconomy/status/1773379892820009126,,,,1578
2024-03-27,Unstable,Seed,2.5,Ethereum,The Leverage Layer of (re)staked ETH,DeFi,DeFi & CeFi,https://x.com/Unstable_money/status/1773017913663856846,,"Lattice, Laser Digital, Blockchain Founders Fund, Assouline Ventures, Agnostic Fund, Artichoke Capital, Black Edge Capital, New Tribe Capital, NxGen",,
2024-03-27,Hive,Series A,13.0,,decentralized cloud platform,Storage,Web3 Infrastructure & Tools,https://x.com/HiveDistributed/status/1772833234742882664,SC Ventures,OneRagtime,,
2024-03-27,Peaq,Series A,15.0,,blockchain for real-world applications,L1,Base Layers & Scaling,https://x.com/peaqnetwork/status/1772932289481028007,"Generative Ventures, Borderless Capital","The Spartan Group, Moonrock Capital, HV Capital, CMCC Global, Animoca Brands, Fundamental Labs, TRGC, DWF Labs, Crit Ventures, Cogitent Ventures, NGC Ventures, Agnostic Fund, LBank Labs, Token Metrics Ventures",,
2024-03-27,Illuvium,Series A,12.0,ImmutableX," IBG (Interoperable Blockchain Game), an open-world exploration, NFT creature collector and autobattler game",Gaming,"NFT, Gaming & Metaverse",https://x.com/illuviumio/status/1772747213871165620,,"Arrington Capital, King River Capital, Animoca Brands, The Spartan Group, GoldenChain, Arca, Selini Capital, Laser Digital, Polygon Ventures, 32-bit Ventures, Yield Guild Games, N8.capital, First.vip",,447
2024-03-27,Elixir Games,Seed,14.0,Solana,Web3 gaming platform,Gaming,"NFT, Gaming & Metaverse",https://x.com/Elixir_Games/status/1773029750103052587,,"Square Enix, Shima Capital, Solana Foundation",,
2024-03-27,MyShell,pre-Series A,11.0,,decentralized AI consumer layer,AI,"AI, Analytics & Data",https://x.com/decryptmedia/status/1773003381948166577,Dragonfly Capital,"Delphi Ventures, Bankless Ventures, Maven 11, Nascent, Nomad Capital, OKX Ventures",,
2024-03-27,BOB,Seed,10.0,Bitcoin,Bitcoin layer-2 network that's compatible with the Ethereum Virtual Machine (EVM) standard,L2,Base Layers & Scaling,https://x.com/alexeiZamyatin/status/1773133303165464588,Castle Island Ventures,"Mechanism Capital, Bankless Ventures, CMS Ventures, UTXO Management, Coinbase Ventures",,chain#bob
2024-03-26,Gunzilla Games,Strategic ,30.0,Avalanche,Battle royale game & gaming blockchain,Gaming,"NFT, Gaming & Metaverse",https://twitter.com/gunzillagames/status/1772648081109942748,"CoinFund, Avalanche Foundation","Morningstar Ventures, Republic Capital",,
2024-03-26,Myprize,Equity + Token,13.0,,"web3 gaming startup that also supports streaming, allowing users to collaborate and play together",Gaming,"NFT, Gaming & Metaverse",https://x.com/myprizecom/status/1772611989355065735,"Dragonfly Capital, Boxcars Ventures","Mechanism Capital, a16z Scout, Arrington Capital, Breed VC, JST Capital, 2 Punks Capital, Luka Netz, Peter Smith, Jeff Feng, Steve Rosenthal, Spencer Noon, Jason Leung , Tian Zeng, David Choi, Joshua Lim",140,
2024-03-26,Alex,Strategic ,10.0,"Bitcoin, Stacks","ALEX leverages Layer 2s, bridges, oracles and other infrastructure to create a Bitcoin-specific decentralized finance layer.",DeFi,DeFi & CeFi,https://x.com/ALEXLabBTC/status/1772612362433892607,Spartan Capital,"CMS Holdings, DACM, DWF Labs, Foresight Ventures, G-20 Group, Ouroboros Capital, Summer Capital, Cultur3 Capital , EVG",,1466
2024-03-26,0G Labs,Pre-Seed,35.0,,Modular AI chain,AI,"AI, Analytics & Data",https://x.com/0G_labs/status/1772618151630397811,,"Hack VC, Morningstar Ventures, AllianceDAO, Animoca Brands, Delphi Digital, Stanford Builders Fund, Symbolic Capital Partners, OKX Ventures",,
2024-03-25,BEVM,Seed,10.0,Bitcoin,"decentralized EVM-compatible #BTClayer2 based on #Taproot, and using $BTC as gas",L2,Base Layers & Scaling,https://x.com/BTClayer2/status/1772104927395164461,,"RockTree Capital, Waterdrip Capital, ArkStream Capital, ViaBTC Capital, SatoshiLab, Web3Port Foundation, Cogitent Ventures, MH Ventures, MapleBlock Capital, Electrum Capital, Zephyrus Capital, 7UpDAO, Lotus Capital",,chain#bevm
2024-03-25,StakeStone,Private,,Ethereum,Omnichain Liquidity Infrastructure,Infrastructure,Web3 Infrastructure & Tools,https://x.com/BinanceLabs/status/1772202422363996166,,Binance Labs,,3558
2024-03-24,Quai Network,Strategic ,8.0,,L1 blockchain,L1,Base Layers & Scaling,https://blog.qu.ai/quai-network-raises-8m-from-polychain-capital-a34c2447a420,Polychain Capital,,,
2024-03-22,Entangle,Strategic ,,,Customizable & Interoperable Data Infrastructure Built for Institutions and Web3 ,Infrastructure,Web3 Infrastructure & Tools,https://x.com/Entanglefi/status/1769725452279824598,Consensys,,,
2024-03-22,Gam3s.gg,Strategic ,2.0,"Polygon, Ethereum, ImmutableX, Solana, BSC",,Gaming,"NFT, Gaming & Metaverse",https://x.com/GAM3Sgg_/status/1771167592780120437,,"Merit Circle, WWVentures, Cogitent Ventures, P2 Capital, Cypher Capital, Acheron, Basics Capital, OIG Capital, BreederDAO, MetaBros, Hercules Ventures, Sandeep Nailwal, Gabby Dizon, Jiho Zirlin, Giulio Xiloyannis",,
2024-03-22,OpenStamp,Seed,,,"OpenStamp, a comprehensive one-stop service platform built on the STAMP Protocol, known for its robust security within the Bitcoin ecosystem",,,https://www.globenewswire.com/news-release/2024/03/22/2851087/0/en/OpenStamp-Hits-50-Million-Valuation-in-Seed-Round-Led-by-Animoca-Ventures-and-KuCoin-Ventures.html,"Animoca Ventures, KuCoin Ventures","MH Ventures, Lotus Capital, Brotherhood, Spicy Capital, Bluenode Capital, D64 Ventures, Halving Capital, Spec Capital, YM Capital",50,
2024-03-22,Rollie Finance,Seed,,Scroll,decentralized perp dex ,DEX,,https://x.com/rolliefinance/status/1771121941111554117,,"Animoca Brands, M77 Ventures, Sandy Peng, Alex Lee, Kate Wong",,
2024-03-22,Succinct,Seed and Series A,55.0,,open-source zkVM that lets developers write Rust without sacrificing performance,Infrastructure,Web3 Infrastructure & Tools,https://x.com/SuccinctLabs/status/1770843544388771914,Paradigm,"Robot Ventures, Bankless Ventures, Geometry, ZK Validator, Sreeram Kanan, Sandeep Nailwal, Daniel Lubarov, Elad Gil",,
2024-03-22,BottoDAO,OTC,1.67,Ethereum,"decentralized, autonomous artist governed by the people",NFT,"NFT, Gaming & Metaverse",https://x.com/BottoDAO/status/1771210245404053907,,"1kx, Collab+Currency, Variant Fund",,
2024-03-22,Sablier,Seed,4.5,,Infrastructure for money streaming and token distribution,Infrastructure,Web3 Infrastructure & Tools,https://x.com/Sablier/status/1771253325679206804,,"A Capital, Fenbushi Capital, WAGMI Ventures, GD1, Cyfrin, DCV, FounderHeads VC, Daniel Bar, Ben Middleton, Evan Van Ness, David Lach, Blake Gao, David Truong, Laurens de Poorter, Martin Tellechea, Moshe Malawach, Auryn Macmillan, Kerman Kohli, John Henderson, Lito Coen, Paul Salisbury, Alp Ergin, Clement Fermaud, Matej Nemček",,parent#sablier-finance
2024-03-21,Tanssi Network,Strategic ,6.0,Polkadot,appchain infrastructure protocol,Infrastructure,Web3 Infrastructure & Tools,https://twitter.com/tanssinetwork/status/1770803285911372205 ,"SNZ Capital, KR1, Scytale Digital","Arrington Capital, Borderless Capital, Wormhole Crosschain Ecosystem Fund, Hypersphere Ventures, Blockchain Founders Fund, Gavin Wood",,
2024-03-21,Tensorplex Labs,Seed,3.0,,infrastructure for decentralized AI networks,Infrastructure,Web3 Infrastructure & Tools,https://x.com/TensorplexLabs/status/1770791643081236507,"Collab+Currency, Canonical Crypto","DCG, Accomplice, Mechanism Capital, GoldenChain, Quantstamp, Amber Group, Fiskantes, Arthur Cheong, Jordi Alexander, Scott Moore",,
2024-03-21,"Espresso Systems
",Series B,28.0,,Espresso Systems provides scaling and privacy systems for Web 3 applications.,Infrastructure,Web3 Infrastructure & Tools,https://x.com/EspressoSys/status/1770842658887373058?s=20,a16z crypto,"Polygon, Taiko, o1Labs, StarkWare, Offchain Labs, Injective, Frax DAO, Catalyst, AltLayer, Gelato, Fhenix, Alluvial, Synonym, Omni, Rarible, StackR, Gevolut, Socket, Fluent, Anoma, Obol, Eigenlayer",,
2024-03-20,TemplePharmacy_,ICO,4.691904,Solana,$TEMPLE - Solana Memecoin Presale,Meme,,https://twitter.com/zachxbt/status/1770138079044485357,,,,
2024-03-20,Cat_Intel_Token,ICO,0.916224,Solana,Solana Memecoin Presale,Meme,,https://twitter.com/zachxbt/status/1770138079044485357,,,,
2024-03-20,Asterix,Strategic ,,Ethereum,Digital Ownership Platform,NFT,"NFT, Gaming & Metaverse",https://x.com/asterixlabs/status/1770447145851912369,,"Hashed, Arcane Capital, DeFi Capital, Kahuna, Liquid X Ventures, EVG, Undercurrent Capital Technologies, Momentum 6, Coinseeker.co",,
2024-03-20,ZorpOnSol,ICO,0.384,Solana,$ZORP - Solana Memecoin Presale,Meme,,https://twitter.com/zachxbt/status/1770138079044485357,,,,
2024-03-20,"Mystiko
",Seed,18.0,,ZK Layer of Web3,Infrastructure,Web3 Infrastructure & Tools,https://x.com/ChainwirePR/status/1770485975015157839,Peak XV Partners,"Samsung Next, HashKey, Mirana Ventures, Signum Capital, CoinList, Naval Ravikant, Sandeep Nailwal, Gokul Rajaram, Tribe Capital, Morningstar Ventures, Accomplice",,
2024-03-20,0zempicSol,ICO,0.96,Solana,Solana Memecoin Presale,Meme,,https://twitter.com/zachxbt/status/1770138079044485357,,,,
2024-03-20,FabledAdventure,ICO,0.680064,Solana,$FAP - Solana Memecoin Presale,Meme,,https://twitter.com/zachxbt/status/1770138079044485357,,,,
2024-03-20,EarlyFans,Seed,1.5,Blast ,SocialFi platform,Social Platform,,https://x.com/earlyfans_xyz/status/1770359636258099258,,"AllianceDAO, SNZ Capital, GSR, Zee Prime Capital, GBV, Pro Digital Future Fund, CyberConnect, Alchemy, Suji Yan, Jademont, 0xminion, Angel, MrPsyop, partyhat DAO, Ryan Li, icebergy, naniXBT, toptick crypto, Zeneca",,
2024-03-20,Ooga Booga,Seed,1.0,Berachain,decentralized exchange aggregator,DeFi,DeFi & CeFi,https://x.com/0xoogabooga/status/1770436712684044707,Kenetic Capital,"Cypher Capital, Rubik Ventures, Rana Capital Partners, Axiom, Nural Capital, Wizards Capital, KESTREL 0x1, Block Builders, PANONY, Sneaky VC, CitizenX, Sandeep Nailwal, Apollo Capital, Brandon Comer, DCF God, Chainlinkbull, Janitooor.eth",10,
2024-03-20,Dexter_Cap,ICO,30.678144,Solana,Solana Memecoin Presale,Meme,,https://twitter.com/zachxbt/status/1770138079044485357,,,,
2024-03-20,Pepecasso1,ICO,5.714112,Solana,Solana Memecoin Presale,Meme,,https://twitter.com/zachxbt/status/1770138079044485357,,,,
2024-03-20,BlueKirbyFTM,ICO,0.643392,Solana,Solana Memecoin Presale,Meme,,https://twitter.com/zachxbt/status/1770138079044485357,,,,
2024-03-20,Morph,Seed,20.0,,L2 blockchain with decentralized sequencer and optimistic zkEVM,L2,Base Layers & Scaling,https://x.com/MorphL2/status/1770411431877386549,Dragonfly Capital,"Pantera Capital, Foresight Ventures, Spartan, MEXC Ventures, Symbolic Capital Partners, Public Works, MH Ventures, Everyrealm, Sandeep Nailwal, Victor Ji, Charles Wayn, Jeffrey Feng, Alex Svanevik, Seung Yoon Lee, Nate Zou",,
2024-03-20,Jared_eth,ICO,0.876864,Solana,$MEV - Solana Memecoin Presale,Meme,,https://twitter.com/zachxbt/status/1770138079044485357,,,,
2024-03-19,TrippyLabs,ICO,3.92064,Solana,$SHROOM - Solana Memecoin Presale,Meme,,https://twitter.com/zachxbt/status/1770138079044485357,,,,
2024-03-19,miladymemecoin,ICO,17.615232,Solana,$MiladyWifHat - Solana Memecoin Presale,Meme,,https://twitter.com/zachxbt/status/1770138079044485357,,,,
2024-03-19,Umoja,Seed,4.0,,"smart money protocol, enables money to trade itself, protect against risk, and optimize yields",DeFi,DeFi & CeFi,https://decrypt.co/222396/umoja-closes-on-4m-seed-funding-round-to-help-anyone-generate-wealth-using-smart-money,,"Coinbase Ventures, 500 Global, Quantstamp, Blockchain Founders Fund, Orange DAO, Psalion, Blizzard Fund",,
2024-03-19,Mantra,Private,11.0,,RWA Layer 1 Blockchain,L1,Base Layers & Scaling,https://x.com/MANTRA_Chain/status/1770065553253929290,Shorooq Partners,"Three Point Capital, Forte Securities, Virtuzone, Hex Trust, GameFi Ventures",,181
2024-03-19,Keyring,Venture Round,6.0,, ZK-powered compliance platform,Infrastructure,Web3 Infrastructure & Tools,https://x.com/CoinDesk/status/1769997268520726714,"Gumi Cryptos Capital, Greenfield Capital","Motier Ventures, Kima Ventures",,
2024-03-19,GRVT,Strategic ,2.2,,hybrid cryptocurrency centralized exchange (CEX),Centralized Exchange,DeFi & CeFi,https://x.com/grvt_io/status/1770078870982824352,,"QCP Capital, Selini Capital, Antelope, Pulsar , Ampersan",,5599
